id,Incident Date,State,Population,City Or County,County name,Longitude,url,FIPS,Official Name County,zipcode,Latitude,County Names,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
1579266,2019-12-24T00:00:00Z,Louisiana,4573749,New Orleans,"[{""place_id"":263630202,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131885,""lat"":""29.9759983"",""lon"":""-90.0782127"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7147006329338063,""addresstype"":""city"",""name"":""New Orleans"",""display_name"":""New Orleans, Orleans Parish, Louisiana, United States"",""boundingbox"":[""29.8654809"",""30.1994687"",""-90.1399307"",""-89.6251763""]}]",-90.0782127,"https://api.opencagedata.com/geocode/v1/json?q=29.9759983,-90.0782127&key=cc0b782574474187b09e86aaed6bd5af",22071,Orleans,70119,29.9759983,Orleans Parish,6400 block of General Meyer Ave,0,4,0,0,0
1594317,2019-12-24T00:00:00Z,Illinois,12549689,Joliet,"[{""place_id"":325489115,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":124820,""lat"":""41.5263603"",""lon"":""-88.0840212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.579392378058217,""addresstype"":""city"",""name"":""Joliet"",""display_name"":""Joliet, Will County, Illinois, United States"",""boundingbox"":[""41.4304041"",""41.5947923"",""-88.3621969"",""-87.9903608""]}]",-88.0840212,"https://api.opencagedata.com/geocode/v1/json?q=41.5263603,-88.0840212&key=cc0b782574474187b09e86aaed6bd5af",17197,Will,60432,41.5263603,Will County,1200 block of Cutter Ave,0,5,0,0,0
1579220,2019-12-24T00:00:00Z,North Carolina,10835491,High Point,"[{""place_id"":302427281,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180329,""lat"":""35.9556924"",""lon"":""-80.0053176"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5153665430890378,""addresstype"":""city"",""name"":""High Point"",""display_name"":""High Point, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9119964"",""36.0969655"",""-80.0722241"",""-79.8963731""]},{""place_id"":297940140,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":357807682,""lat"":""35.5867763"",""lon"":""-82.6479068"",""class"":""natural"",""type"":""peak"",""place_rank"":18,""importance"":0.30000999999999994,""addresstype"":""peak"",""name"":""High Point"",""display_name"":""High Point, Buncombe County, North Carolina, 28816, United States"",""boundingbox"":[""35.5867263"",""35.5868263"",""-82.6479568"",""-82.6478568""]},{""place_id"":297018062,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":357807681,""lat"":""35.3834315"",""lon"":""-83.3301522"",""class"":""natural"",""type"":""peak"",""place_rank"":18,""importance"":0.30000999999999994,""addresstype"":""peak"",""name"":""High Point"",""display_name"":""High Point, Jackson County, North Carolina, 28789, United States"",""boundingbox"":[""35.3833815"",""35.3834815"",""-83.3302022"",""-83.3301022""]}]",-80.0053176,"https://api.opencagedata.com/geocode/v1/json?q=35.9556924,-80.0053176&key=cc0b782574474187b09e86aaed6bd5af",37081,Guilford,27263,35.9556924,Guilford County,1226 Montlieu Ave,0,6,0,0,0
1577577,2019-12-22T00:00:00Z,Maryland,6180253,Baltimore,"[{""place_id"":397852532,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":133345,""lat"":""39.2908816"",""lon"":""-76.610759"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7065126700098143,""addresstype"":""city"",""name"":""Baltimore"",""display_name"":""Baltimore, Maryland, United States"",""boundingbox"":[""39.1972328"",""39.3719992"",""-76.7112977"",""-76.5296757""]}]",-76.610759,"https://api.opencagedata.com/geocode/v1/json?q=39.2908816,-76.610759&key=cc0b782574474187b09e86aaed6bd5af",24510,Baltimore,21260,39.2908816,Maryland,225 Park Ave,0,7,0,0,0
1577688,2019-12-22T00:00:00Z,Minnesota,5737915,Minneapolis (Spring Lake Park),[],,,,,,,,8407 Plaza Blvd NE,1,7,0,0,0
1577518,2019-12-22T00:00:00Z,Illinois,12549689,Chicago,"[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",-87.6244212,"https://api.opencagedata.com/geocode/v1/json?q=41.8755616,-87.6244212&key=cc0b782574474187b09e86aaed6bd5af",17031,Cook,60605,41.8755616,Cook County,5700 block of S May St,0,12,0,1,2
1578711,2019-12-21T00:00:00Z,Louisiana,4573749,Edgard,"[{""place_id"":368519606,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131726,""lat"":""30.0249575"",""lon"":""-90.56785546512546"",""class"":""boundary"",""type"":""census"",""place_rank"":25,""importance"":0.34103607085276116,""addresstype"":""locality"",""name"":""Edgard"",""display_name"":""Edgard, St. John the Baptist Parish, Louisiana, 70049, United States"",""boundingbox"":[""29.9967020"",""30.0532660"",""-90.6245570"",""-90.4742486""]}]",-90.56785546512546,"https://api.opencagedata.com/geocode/v1/json?q=30.0249575,-90.56785546512546&key=cc0b782574474187b09e86aaed6bd5af",22095,St. John the Baptist,70049,30.0249575,St. John the Baptist Parish,2555 LA-18,0,4,0,0,1
1577046,2019-12-20T00:00:00Z,Mississippi,2939690,Waynesboro,"[{""place_id"":264828473,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":7149811,""lat"":""31.6749854"",""lon"":""-88.6461237"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.36379345495353116,""addresstype"":""village"",""name"":""Waynesboro"",""display_name"":""Waynesboro, Wayne County, Mississippi, 39367, United States"",""boundingbox"":[""31.6371410"",""31.7150140"",""-88.6638170"",""-88.6052920""]}]",-88.6461237,"https://api.opencagedata.com/geocode/v1/json?q=31.6749854,-88.6461237&key=cc0b782574474187b09e86aaed6bd5af",28153,Wayne,39367,31.6749854,Wayne County,Turner St,1,6,0,0,1
1577438,2019-12-20T00:00:00Z,Alabama,5108468,Tuskegee,"[{""place_id"":298733146,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110348,""lat"":""32.4240535"",""lon"":""-85.6908715"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4653977647414548,""addresstype"":""town"",""name"":""Tuskegee"",""display_name"":""Tuskegee, Macon County, Alabama, United States"",""boundingbox"":[""32.3862637"",""32.5159838"",""-85.7890086"",""-85.6440283""]}]",-85.6908715,"https://api.opencagedata.com/geocode/v1/json?q=32.4240535,-85.6908715&key=cc0b782574474187b09e86aaed6bd5af",01087,Macon,36083,32.4240535,Macon County,2900 block of Davison St,2,2,0,0,0
1575175,2019-12-18T00:00:00Z,Texas,30503301,San Antonio,"[{""place_id"":274343485,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":253556,""lat"":""29.4246002"",""lon"":""-98.4951405"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6766623719888263,""addresstype"":""city"",""name"":""San Antonio"",""display_name"":""San Antonio, Bexar County, Texas, United States"",""boundingbox"":[""29.1862572"",""29.7309623"",""-98.8131865"",""-98.2230029""]},{""place_id"":274982742,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":316011372,""lat"":""29.3067354"",""lon"":""-98.60465674366606"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.35000999999999993,""addresstype"":""city"",""name"":""San Antonio"",""display_name"":""San Antonio, Bexar County, Texas, United States"",""boundingbox"":[""29.2967771"",""29.3140043"",""-98.6124199"",""-98.5936644""]}]",-98.4951405,"https://api.opencagedata.com/geocode/v1/json?q=29.4246002,-98.4951405&key=cc0b782574474187b09e86aaed6bd5af",48029,Bexar,78205,29.4246002,Bexar County,2418 SW Military Dr,0,4,0,0,4
1573754,2019-12-17T00:00:00Z,Montana,1132812,Great Falls,"[{""place_id"":286529221,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":142516,""lat"":""47.5048851"",""lon"":""-111.29189"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.49692649867941363,""addresstype"":""city"",""name"":""Great Falls"",""display_name"":""Great Falls, Cascade County, Montana, United States"",""boundingbox"":[""47.4579928"",""47.5519561"",""-111.4074720"",""-111.1988096""]},{""place_id"":286752298,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":480320412,""lat"":""47.5687343"",""lon"":""-111.1232359"",""class"":""waterway"",""type"":""waterfall"",""place_rank"":20,""importance"":0.25000999999999995,""addresstype"":""waterfall"",""name"":""Big Falls"",""display_name"":""Big Falls, Cascade County, Montana, United States"",""boundingbox"":[""47.5686843"",""47.5687843"",""-111.1232859"",""-111.1231859""]}]",-111.29189,"https://api.opencagedata.com/geocode/v1/json?q=47.5048851,-111.29189&key=cc0b782574474187b09e86aaed6bd5af",30013,Cascade,59403,47.5048851,Cascade County,1701 10th Ave S,3,1,1,0,0
1572275,2019-12-15T00:00:00Z,Georgia,11029227,Columbus,"[{""place_id"":299860995,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1850813,""lat"":""32.4610708"",""lon"":""-84.9880449"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5407342831976765,""addresstype"":""city"",""name"":""Columbus"",""display_name"":""Columbus, Muscogee County, Georgia, United States"",""boundingbox"":[""32.3738385"",""32.6081231"",""-85.0792070"",""-84.6674630""]}]",-84.9880449,"https://api.opencagedata.com/geocode/v1/json?q=32.4610708,-84.9880449&key=cc0b782574474187b09e86aaed6bd5af",13215,Muscogee,31901,32.4610708,Muscogee County,600 block of 32nd St,1,4,0,0,0
1573471,2019-12-14T00:00:00Z,California,38965193,Ivanhoe,"[{""place_id"":280039309,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":150971244,""lat"":""36.3871725"",""lon"":""-119.2178889"",""class"":""place"",""type"":""village"",""place_rank"":19,""importance"":0.37625305458663966,""addresstype"":""village"",""name"":""Ivanhoe"",""display_name"":""Ivanhoe, Tulare County, California, 93235, United States"",""boundingbox"":[""36.3671725"",""36.4071725"",""-119.2378889"",""-119.1978889""]},{""place_id"":281000108,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":33199043,""lat"":""36.385031"",""lon"":""-119.22026709131109"",""class"":""boundary"",""type"":""administrative"",""place_rank"":25,""importance"":0.37625305458663966,""addresstype"":""locality"",""name"":""Ivanhoe"",""display_name"":""Ivanhoe, Tulare County, California, 93235, United States"",""boundingbox"":[""36.3705330"",""36.3995150"",""-119.2338670"",""-119.2065670""]}]",-119.2178889,"https://api.opencagedata.com/geocode/v1/json?q=36.3871725,-119.2178889&key=cc0b782574474187b09e86aaed6bd5af",06107,Tulare,93235,36.3871725,Tulare County,15700 block of Paradise Ave,0,4,0,0,0
1571348,2019-12-12T00:00:00Z,Missouri,6196156,Saint Louis (Moline Acres),[],,,,,,,,9900 block of Lewis and Clark Blvd,1,3,0,0,1
1568230,2019-12-10T00:00:00Z,New Jersey,9290841,Jersey City,"[{""place_id"":310167302,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170953,""lat"":""40.7215682"",""lon"":""-74.047455"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5566669544339671,""addresstype"":""city"",""name"":""Jersey City"",""display_name"":""Jersey City, Hudson County, New Jersey, United States"",""boundingbox"":[""40.6616220"",""40.7689376"",""-74.1166865"",""-74.0206386""]}]",-74.047455,"https://api.opencagedata.com/geocode/v1/json?q=40.7215682,-74.047455&key=cc0b782574474187b09e86aaed6bd5af",34017,Hudson,07302,40.7215682,Hudson County,223 Martin Luther King Dr,4,3,2,0,0
1567932,2019-12-08T00:00:00Z,Texas,30503301,Desoto,"[{""place_id"":288987154,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":6406330,""lat"":""32.5897831"",""lon"":""-96.8570183"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4579723065314207,""addresstype"":""city"",""name"":""DeSoto"",""display_name"":""DeSoto, Dallas County, Texas, 75115, United States"",""boundingbox"":[""32.5650040"",""32.6476411"",""-96.9084633"",""-96.8223619""]}]",-96.8570183,"https://api.opencagedata.com/geocode/v1/json?q=32.5897831,-96.8570183&key=cc0b782574474187b09e86aaed6bd5af",48113,Dallas,75115,32.5897831,Dallas County,200 block of W Wintergreen Rd,2,3,0,0,0
1567231,2019-12-08T00:00:00Z,Louisiana,4573749,New Orleans,"[{""place_id"":263630202,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":131885,""lat"":""29.9759983"",""lon"":""-90.0782127"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7147006329338063,""addresstype"":""city"",""name"":""New Orleans"",""display_name"":""New Orleans, Orleans Parish, Louisiana, United States"",""boundingbox"":[""29.8654809"",""30.1994687"",""-90.1399307"",""-89.6251763""]}]",-90.0782127,"https://api.opencagedata.com/geocode/v1/json?q=29.9759983,-90.0782127&key=cc0b782574474187b09e86aaed6bd5af",22071,Orleans,70119,29.9759983,Orleans Parish,3801 Washington Ave,1,4,0,0,0
1565216,2019-12-06T00:00:00Z,Florida,22610726,Pensacola,"[{""place_id"":263373449,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119016,""lat"":""30.421309"",""lon"":""-87.2169149"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5520252296498929,""addresstype"":""city"",""name"":""Pensacola"",""display_name"":""Pensacola, Escambia County, Florida, United States"",""boundingbox"":[""30.3955428"",""30.5104858"",""-87.2588885"",""-87.1497213""]}]",-87.2169149,"https://api.opencagedata.com/geocode/v1/json?q=30.421309,-87.2169149&key=cc0b782574474187b09e86aaed6bd5af",12033,Escambia,32503,30.421309,Escambia County,280 Taylor Rd,3,8,1,0,0
1564524,2019-12-04T00:00:00Z,Alabama,5108468,Montgomery,"[{""place_id"":298976905,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110842,""lat"":""32.3669656"",""lon"":""-86.3006485"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5734735162907608,""addresstype"":""city"",""name"":""Montgomery"",""display_name"":""Montgomery, Montgomery County, Alabama, United States"",""boundingbox"":[""32.2505507"",""32.4378726"",""-86.4430050"",""-86.0691662""]},{""place_id"":299727097,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1848793,""lat"":""32.1672192"",""lon"":""-86.1999118"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5357805926493571,""addresstype"":""county"",""name"":""Montgomery County"",""display_name"":""Montgomery County, Alabama, United States"",""boundingbox"":[""31.9649490"",""32.5017263"",""-86.4986076"",""-85.9185770""]}]",-86.3006485,"https://api.opencagedata.com/geocode/v1/json?q=32.3669656,-86.3006485&key=cc0b782574474187b09e86aaed6bd5af",01101,Montgomery,36104,32.3669656,Montgomery County,500 Eastdale Rd S,2,2,0,0,0
1562685,2019-12-01T00:00:00Z,Michigan,10037261,Kalamazoo,"[{""place_id"":324810901,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":135028,""lat"":""42.291707"",""lon"":""-85.5872286"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5379039258720391,""addresstype"":""city"",""name"":""Kalamazoo"",""display_name"":""Kalamazoo, Kalamazoo County, Michigan, United States"",""boundingbox"":[""42.2155640"",""42.3327520"",""-85.6627076"",""-85.5307779""]},{""place_id"":323213664,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1907317,""lat"":""42.2494968"",""lon"":""-85.5372797"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.506260510699423,""addresstype"":""county"",""name"":""Kalamazoo County"",""display_name"":""Kalamazoo County, Michigan, United States"",""boundingbox"":[""42.0693430"",""42.4215433"",""-85.7660265"",""-85.2935436""]}]",-85.5872286,"https://api.opencagedata.com/geocode/v1/json?q=42.291707,-85.5872286&key=cc0b782574474187b09e86aaed6bd5af",26077,Kalamazoo,49007,42.291707,Kalamazoo County,6300 block of Proctor St,1,3,0,0,1
